,global_seq,global_emo,local_seq,local_emo
4812,"I hate working on Christmas Eve! Whoa! Get a load of this guy! Come in central, I think we’ Ve got ourselves a situation here. License and registration please. Have you been drinking tonight, sir? I had one or two glasses of eggnog, but nothing else. Step out of the vehicle, please. Sir, what do you have in the back?",0,"Just a few Christmas gifts, to this season, after all!",0
4813,What should I get Uncle Teddy? You could get him a tie. Are you kidding? That's the stupidest gift one can buy. I don't want to get a tie. Why not?,0,Everybody gets men ties for Christmas. It's too boring. Everybody buys either ties or sweaters. I want a more unique gift.,0
4814,"Well, you can buy him a pet iguana then. That's a cool idea. At least it would be a surprise.But I'm afraid he wouldn't take care of it. He would think you were crazy, Caroline. Yes. An iguana is too strange for a gift, and a tie is too normal.So I have to find something halfway between.",0,How much do you want to spend?,0
4815,"Well, he was very good to me.He helped me edit my essay for the scholarship contest.So I want to spend at least 75 dollars. Alright, I have an idea.You know he carries that conservative-looking briefcase every day. Yes. Well, he isn't a lawyer, so I don't think he needs to have a briefcase like that.",0,What should he have then?,0
4816,"I think he would appreciate having a very fine leather bag.But more like a workbag or shoulder bag.You know, not so hard and square like a briefcase. I think that's a great idea. Men look great with that kind of bag.Where can we buy one? I don't think this mall has a leather goods store.So we have to go to State Street. Alright. We can go later then.",0,"We can buy something for Mom and Dad here, and then go buy Uncle Teddy's gift on State Street.",0
4817,Good plan. What should we get for Mom though? She said she wants one of those automatic foot massagers. I think they sell them at Sears. Alright. We can go check at Sears and see if they have them.And what about Dad? How about the iguana?,0,I think it would be a great joke.But I know we'd have to take the iguana back. And the pet store might not let us.So why don't we get him something else? Some clothes maybe.,0
4818,"Anne, would you please come in for a while? Please also bring along the minutes of yesterday's management meeting. Of course, sir... Here's the minutes of the meeting. How long did the meeting last? The meeting was delayed by thirty minutes and it lasted for two and a half hours.",0,Did the chairman ask for me?,0
4819,"Yes, I told him that you were very ill and couldn't attend. All right. Have you handed in my report to him? Yes, I did. Besides, here are all the reports and materials handed out in the meeting. I think you'll have to do some replies. Thank you, Anne. You've done an excellent job. Did they mention the date for the next meeting?",0,"No, they didn't. The chairman said he would send a memo to all managers by the end of this week informing them of the date of the next meeting.",0
4820,"so, your friend’ s getting married on Saturday. What have you bought her as a wedding gift. I find is so hard to choose the right gift. my friend and her fiance had a really good idea. They have cut out pictures from catalogues and pasted them in a notebook. The picture are of things they want. People sign their name b that’ s clever! Then everyone knows that they are buying something the couple really want and there’ s no chance of two people buying the same gift. What things were in the notebook? most of the things were household appliance. You know, everything from an iron through a vacuum cleaner to a cooker. I think it’ s an excellent way for everyone who knows the couple to help",0,"so, what did you get them?",0
4821,"I bought a sewing machine. I know that my friend likes making her own clothes, but her current sewing machine is quite old and has some problems. what’ s wrong with is? she says that after several years of use, it’ s not working properly. When she uses it, it makes a funny noise. household appliance don’ t seem to last for a long time nowadays.",0,"I think it’ s because the manufactures are constantly bringing out new models. Because they know that we will buy the new models, the appliances don’ t need to last more than five or ten year",0
4822,"Hello, are you interested in this Honda? Hi, I am just looking. It's a good car. What year is it?",0,1999.,0
4823,"How about the mileage? 6,000 miles, all highway mileage. What do you mean 7B Highway miles are not as bad as local miles. They do not hurt car as much.",0,"Oh, why such a high mileage?",0
4824,The owner was commuting everyday crossing the state line. Okay. Does this car have a warranty? One month. How do I make sure I am not buying a junk?,0,You'll check it out anyway you want. You can take it to a garage.,0
4825,"How much is it? $ 5,900. I'll have to think about it. Leave your phone number, and I will give you a call if the price gets reduced.",0,Okay.,0
4826,"It's very nice of you to invite me. I'm very glad you could come, Mr. Liu. Will you take a seat at the head of the table? It's an informal dinner, please don't stand on ceremony... Mr. Liu, would you like to have some chicken? Thank you. This is my first time to come to a Chinese restaurant. Could you tell me the different features of Chinese food? Generally speaking, Cantonese food is a bit light ; Shanghai food is rather oily ; and Hunan dishes are very spicy, having a strong and hot taste.",0,"Chinese dishes are exquisitely prepared, delicious, and very palatable. They are very good in colour, flavour, and taste.",0
4827,"Mr. Liu, would you care for another helping? No more, thank you. I'm quite full. Did you enjoy the meal? It's the most delicious dinner I've had for a long time. It's such a rich dinner.",4,I'm so glad you like it.,4
